Name,Location,Cuisines,PriceRange,Ratings
Letz Roll,Alaknanda,"Ice Cream, Desserts",1,Good
Nukkad,Alaknanda,"Chinese, Mughlai, North Indian",2,Good
#InstaFreeze,Alaknanda,Ice Cream,1,Not rated
Aahar Meat and Chicken Shop,Alaknanda,"Raw Meats, Fast Food",1,Not rated
Food Cafe,Alaknanda,"South Indian, North Indian, Chinese",1,Not rated
Lazeez Restaurant,Alaknanda,"Chinese, North Indian, Mughlai, Pizza",2,Not rated
Lemon Chick,Alaknanda,North Indian,2,Not rated
Punjabi Chaap Corner,Alaknanda,"Fast Food, North Indian",1,Not rated
Purani Dilli Foods,Alaknanda,Mughlai,2,Not rated
Tandoori Kebab,Alaknanda,North Indian,1,Not rated
Shree Rathnam,Alaknanda,"South Indian, North Indian, Chinese",2,Poor
Alaturka,"Ambience Mall, Vasant Kunj",Turkish,2,Average
Amici Gourmet Pizza,"Ambience Mall, Vasant Kunj","Pizza, Italian",2,Average
Burger King,"Ambience Mall, Vasant Kunj","Burger, Fast Food",2,Average
Kylin Express,"Ambience Mall, Vasant Kunj","Asian, Chinese",2,Average
Big Fat Sandwich,"Ambience Mall, Vasant Kunj",American,2,Good
Fashion Tv Cafe,"Ambience Mall, Vasant Kunj","Continental, Chinese, North Indian",4,Good
Kylin Skybar,"Ambience Mall, Vasant Kunj","Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",4,Good
Lemon Drops,"Ambience Mall, Vasant Kunj","North Indian, South Indian",2,Good
Punjabi By Nature Express,"Ambience Mall, Vasant Kunj","North Indian, Street Food, Mughlai",2,Good
Red Mango,"Ambience Mall, Vasant Kunj","Cafe, Desserts",2,Good
Starbucks,"Ambience Mall, Vasant Kunj",Cafe,2,Good
Peninsular Kitchen,"Ambience Mall, Vasant Kunj","Seafood, South Indian, Andhra, Hyderabadi, Goan",3,Very Good
Mithapur,Anand Lok,"Chinese, Fast Food, North Indian, South Indian",1,Average
Diggin,Anand Lok,"Italian, Continental, Cafe",3,Very Good
Aggarwal Sweet India,Anand Vihar,"Fast Food, North Indian, Chinese, Desserts",1,Average
Banzara's,Anand Vihar,"Chinese, Fast Food",1,Average
Bobby Tikki Wala,Anand Vihar,Street Food,1,Average
Chennai Junction,Anand Vihar,South Indian,2,Average
Chicken Bite,Anand Vihar,Fast Food,1,Average
Chocolate Dreams,Anand Vihar,"Bakery, Desserts",1,Average
Dial n Dine,Anand Vihar,"North Indian, Chinese",2,Average
Fresh n Refresh,Anand Vihar,Fast Food,2,Average
Garden Hut,Anand Vihar,"Chinese, Fast Food",1,Average
Giani,Anand Vihar,"Ice Cream, Desserts",1,Average
Jugnu Gaming Zone and Cafe,Anand Vihar,"Cafe, North Indian, Fast Food",2,Average
Keventer's South Indian & Chinese Food,Anand Vihar,"Chinese, South Indian",1,Average
KTS,Anand Vihar,Fast Food,1,Average
Mandarin,Anand Vihar,Chinese,2,Average
Penguin Bakers & Shakers,Anand Vihar,Fast Food,1,Average
Rollmates,Anand Vihar,"Fast Food, North Indian, Chinese",1,Average
Tandoori Nights,Anand Vihar,"Mughlai, North Indian",2,Average
Burger Dominion,Anand Vihar,Fast Food,2,Good
Cafe Gainz,Anand Vihar,Healthy Food,1,Good
Chaskaa,Anand Vihar,"Chinese, North Indian, Italian",2,Good
Fabulous Cake Bites,Anand Vihar,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",1,Good
Hangout - A House Of Kathis,Anand Vihar,Street Food,1,Good
Malais By Anands,Anand Vihar,"North Indian, Chinese, South Indian, Fast Food",1,Good
Panchwati Rasoi,Anand Vihar,"North Indian, Chinese",1,Good
Sprinkles Cup & Cake,Anand Vihar,"Bakery, Desserts",1,Good
Target Ice Cream & Bakers,Anand Vihar,"Desserts, Bakery, Pizza, Burger, Continental",1,Good
The Sweeet Jar,Anand Vihar,"Cafe, Bakery",3,Good
Amar Bakery,Anand Vihar,"Bakery, Desserts, Fast Food, Mithai",2,Not rated
Cafe Brewbug,Anand Vihar,"Fast Food, Beverages",1,Not rated
Chilll House Kafe,Anand Vihar,Cafe,2,Not rated
Cookie Shookie,Anand Vihar,Bakery,1,Not rated
Fabulous Cake,Anand Vihar,Bakery,1,Not rated
Jai Maa Shaarde Samose Wala,Anand Vihar,Street Food,1,Not rated
Madaan Confectionery,Anand Vihar,Bakery,1,Not rated
Magic Masala,Anand Vihar,"Chinese, South Indian, North Indian",2,Not rated
Sikka Chinese Fast Food,Anand Vihar,"Chinese, Fast Food",1,Not rated
Teedo's Cake Inn,Anand Vihar,"Cafe, Bakery",2,Not rated
Thalaiva Cafe,Anand Vihar,"South Indian, Chinese",1,Not rated
The Cake Affairs,Anand Vihar,"Bakery, Desserts",2,Not rated
Tulsi Ram Chinese Hut,Anand Vihar,Chinese,1,Not rated
V. K. Pasta,Anand Vihar,"Italian, Fast Food",2,Not rated
Xpert Bakers,Anand Vihar,Bakery,1,Not rated
Juniper Bar - Andaz Delhi,"Andaz Delhi, Aerocity","North Indian, European",3,Average
McDonald's,"Ansal Plaza Mall, Khel Gaon Marg","Fast Food, Burger",2,Average
Pizza Hut Delivery,"Ansal Plaza Mall, Khel Gaon Marg","Italian, Pizza, Fast Food",2,Average
The Arena,"Ansal Plaza Mall, Khel Gaon Marg","Continental, Asian, North Indian",3,Average
Restaurant De Seoul,"Ansal Plaza Mall, Khel Gaon Marg","Japanese, Korean",4,Good
Taksim,"Ansal Plaza Mall, Khel Gaon Marg",Continental,3,Good
Jom Jom Malay,"Ansal Plaza Mall, Khel Gaon Marg","Malaysian, Indonesian",3,Very Good
Kofuku,"Ansal Plaza Mall, Khel Gaon Marg","Japanese, Asian",3,Very Good
The Sky High,"Ansal Plaza Mall, Khel Gaon Marg","Continental, North Indian, Mughlai, Italian",3,Very Good
Haldiram's,"ARSS Mall, Paschim Vihar","North Indian, South Indian, Chinese, Mithai, Fast Food",2,Average
Jux Pux - The Dreamer's Cafe,Asaf Ali Road,"Beverages, Fast Food",1,Average
Pizzaon,Asaf Ali Road,"Pizza, Fast Food",2,Average
FFC Restaurant,Asaf Ali Road,Fast Food,1,Not rated
"34, Chowringhee Lane",Ashok Vihar Phase 1,Fast Food,1,Average
Aapni Dhani,Ashok Vihar Phase 1,"North Indian, Street Food",1,Average
Bengal Sweet Corner,Ashok Vihar Phase 1,"North Indian, South Indian, Chinese, Fast Food, Mithai",2,Average
Chicken Vicken,Ashok Vihar Phase 1,"North Indian, Chinese",2,Average
Cup-a-licious,Ashok Vihar Phase 1,Bakery,1,Average
Frontier,Ashok Vihar Phase 1,Bakery,1,Average
Metro Fast Food,Ashok Vihar Phase 1,"Chinese, Fast Food",1,Average
Nagpal's,Ashok Vihar Phase 1,Street Food,1,Average
Nile Restro & Bar,Ashok Vihar Phase 1,"North Indian, Chinese",3,Average
Popular Chicken,Ashok Vihar Phase 1,"North Indian, Mughlai, Chinese",1,Average
Sardar A Pure Meat Shop,Ashok Vihar Phase 1,"Raw Meats, Fast Food, North Indian",1,Average
Shankar Fast Food,Ashok Vihar Phase 1,"Chinese, Fast Food",1,Average
Singh's Zaika ,Ashok Vihar Phase 1,"North Indian, Chinese, Mughlai",2,Average
The Mirch Masala,Ashok Vihar Phase 1,"North Indian, Chinese",2,Average
The Mirch Masala,Ashok Vihar Phase 1,North Indian,2,Average
Uncle Cake Shop,Ashok Vihar Phase 1,"Bakery, Desserts, Fast Food",1,Average
Kays Bar-Be-Que,Ashok Vihar Phase 1,"North Indian, Mughlai",2,Good
Master Bakers,Ashok Vihar Phase 1,"Bakery, Desserts, Chinese, Fast Food",1,Good
The Master's Fast Food Centre,Ashok Vihar Phase 1,"Fast Food, Chinese, Bakery",1,Good
6 Pack Momos,Ashok Vihar Phase 1,Chinese,1,Not rated
Al Noor Foods,Ashok Vihar Phase 1,"North Indian, Mughlai",2,Not rated
Avon Kitchen,Ashok Vihar Phase 1,"North Indian, Mughlai, Chinese",2,Not rated
Bhasad Cafe,Ashok Vihar Phase 1,"Fast Food, Chinese",2,Not rated
Bikaner Kesarvala,Ashok Vihar Phase 1,Mithai,1,Not rated
De Bone Chicken,Ashok Vihar Phase 1,"Raw Meats, Fast Food",1,Not rated
Indian Fresh Meat Shop,Ashok Vihar Phase 1,"Raw Meats, Fast Food",1,Not rated
JD's Food Court,Ashok Vihar Phase 1,"North Indian, Chinese",2,Not rated
Keventers,Ashok Vihar Phase 1,Beverages,1,Not rated
Malhotra Bakery,Ashok Vihar Phase 1,"Bakery, Chinese",1,Not rated
Matthi Wala,Ashok Vihar Phase 1,"Mithai, Street Food",1,Not rated
Nirula's Ice Cream,Ashok Vihar Phase 1,"Ice Cream, Desserts",1,Not rated
Punjabi Chaap Corner,Ashok Vihar Phase 1,"Fast Food, Chinese",1,Not rated
Puran Dhaba,Ashok Vihar Phase 1,North Indian,1,Not rated
Rama Desi Ghee Meat Wala,Ashok Vihar Phase 1,North Indian,2,Not rated
VadaPav 'n' Frankie,Ashok Vihar Phase 1,Fast Food,1,Not rated
Chhabra Sweets,Ashok Vihar Phase 1,Mithai,1,Poor
Kanwarji's,Ashok Vihar Phase 2,"Street Food, Chinese, North Indian, Mithai",1,Average
Pizza Hut,Ashok Vihar Phase 2,"Italian, Pizza, Fast Food",3,Average
Sagar Ratna,Ashok Vihar Phase 2,"South Indian, North Indian, Chinese",2,Average
Smelling Salts,Ashok Vihar Phase 2,"North Indian, Chinese",3,Average
Wah Ji Wah,Ashok Vihar Phase 2,"North Indian, Chinese",1,Average
Wheelyz,Ashok Vihar Phase 2,"North Indian, Chinese, Fast Food",2,Average
Bell Pepperz,Ashok Vihar Phase 2,"Chinese, Italian, North Indian",3,Good
Bharat Sweets,Ashok Vihar Phase 2,"Mithai, Street Food",1,Good
Invitation,Ashok Vihar Phase 2,"North Indian, Chinese",3,Good
Mystique Melange,Ashok Vihar Phase 2,"North Indian, Mughlai, Chinese, Continental",3,Good
Pandit Ji Paranthe Wale,Ashok Vihar Phase 2,North Indian,1,Good
Raju Chat Palace,Ashok Vihar Phase 2,Street Food,1,Good
Seasonings - The Spice Mysteries,Ashok Vihar Phase 2,"North Indian, Mughlai, Chinese, Italian",3,Good
SGF - Spice Grill Flame,Ashok Vihar Phase 2,"North Indian, Chinese",2,Good
Apni Rasoi,Ashok Vihar Phase 3,North Indian,1,Average
Bablu Kabab Shop,Ashok Vihar Phase 3,"North Indian, Mughlai",2,Average
Cake o' Cuisine,Ashok Vihar Phase 3,Bakery,1,Average
Domino's Pizza,Ashok Vihar Phase 3,"Pizza, Fast Food",2,Average
Hunger Flames,Ashok Vihar Phase 3,"Pizza, Fast Food, Chinese",2,Average
Puran Chand Ambala Wale Di Hatti,Ashok Vihar Phase 3,"North Indian, Mughlai",2,Average
The Cake Gallery,Ashok Vihar Phase 3,Bakery,2,Average
Bablu Chic Inn,Ashok Vihar Phase 3,"Mughlai, North Indian",2,Good
Masala Basket,Ashok Vihar Phase 3,"North Indian, South Indian, Street Food",1,Good
Udta Punjab,Ashok Vihar Phase 3,"North Indian, Mughlai",2,Good
Munch Nation,Ashok Vihar Phase 3,"Fast Food, Italian, Chinese",1,Very Good
Bengali Pastry Shop & Snack Bar,Barakhamba Road,"North Indian, South Indian, Chinese",2,Average
Bhimsain's Bengali Sweet House,Barakhamba Road,"North Indian, South Indian, Chinese, Street Food, Mithai",1,Average
Cafe Coffee Day,Barakhamba Road,Cafe,1,Average
Colonel's Kababz,Barakhamba Road,"North Indian, Fast Food",2,Average
Faasos,Barakhamba Road,"North Indian, Fast Food",2,Average
Karachi Bakery,Barakhamba Road,"Bakery, Mithai",1,Average
Nathu's Sweets,Barakhamba Road,"North Indian, South Indian, Street Food, Mithai",2,Average
Sachdeva Confectioners,Barakhamba Road,"North Indian, Chinese",2,Average
Bengali Sweet House,Barakhamba Road,"North Indian, Street Food, Chinese, South Indian, Mithai",1,Good
Bijoli Grill,Barakhamba Road,"Bengali, North Indian, Chinese",2,Good
Nathu's Pastry Shop,Barakhamba Road,"Bakery, Desserts, Fast Food",1,Good
Balaji Dhaba,Barakhamba Road,North Indian,1,Not rated
Bhagat Ji,Barakhamba Road,Fast Food,1,Not rated
Hangout Kathi Rolls,Barakhamba Road,Fast Food,1,Not rated
Makers & Bakers,Barakhamba Road,"Bakery, Desserts",1,Not rated
Habibi Express,Barakhamba Road,"Lebanese, Arabian, Moroccan",2,Poor
Cafe Coffee Day,"Basant Lok Market, Vasant Vihar",Cafe,1,Average
China Town,"Basant Lok Market, Vasant Vihar","Chinese, Fast Food",1,Average
Domino's Pizza,"Basant Lok Market, Vasant Vihar","Pizza, Fast Food",2,Average
High Street Kitchen & Bar,"Basant Lok Market, Vasant Vihar",North Indian,3,Average
Pizza Hut,"Basant Lok Market, Vasant Vihar","Italian, Pizza, Fast Food",3,Average
Sugar & Spice - Le Marche,"Basant Lok Market, Vasant Vihar","Bakery, Fast Food",2,Average
The Kathis,"Basant Lok Market, Vasant Vihar","Fast Food, North Indian",1,Average
The Kylin Experience,"Basant Lok Market, Vasant Vihar","Japanese, Chinese, Malaysian, Thai, Vietnamese",3,Average
Arabian Nites,"Basant Lok Market, Vasant Vihar",Lebanese,1,Good
Asia Kitchen,"Basant Lok Market, Vasant Vihar","Chinese, Thai, North Indian",3,Good
Dunkin' Donuts,"Basant Lok Market, Vasant Vihar","Burger, Desserts, Fast Food",2,Good
Krips Restaurant,"Basant Lok Market, Vasant Vihar","North Indian, Chinese",3,Good
McDonald's,"Basant Lok Market, Vasant Vihar","Fast Food, Burger",2,Good
Yo! China,"Basant Lok Market, Vasant Vihar",Chinese,3,Good
RPM,"Basant Lok Market, Vasant Vihar",Finger Food,3,Poor
By The Way - Bellagio,"Bellagio, Ashok Vihar Phase 2","Italian, Continental",3,Average
Red - Bellagio,"Bellagio, Ashok Vihar Phase 2",Chinese,3,Average
Soul Curry - Bellagio,"Bellagio, Ashok Vihar Phase 2","North Indian, Mughlai",3,Good
Alpha 63,"Best Western Taurus Hotel, Mahipalpur","North Indian, Chinese, Continental",3,Average
Bite-N-Sip,Bhikaji Cama Place,"North Indian, Street Food",1,Average
Lotus Garden,Bhikaji Cama Place,"Chinese, Japanese, Thai",4,Average
Meethas Sweets,Bhikaji Cama Place,"Mithai, North Indian",1,Average
Nirula's,Bhikaji Cama Place,"Fast Food, North Indian, Desserts, Ice Cream",3,Average
Punjabi Tadka,Bhikaji Cama Place,North Indian,1,Average
Snack Bar,Bhikaji Cama Place,"North Indian, Mughlai",1,Average
South Indian Food,Bhikaji Cama Place,South Indian,1,Average
Domino's Pizza,Bhikaji Cama Place,"Pizza, Fast Food",2,Poor
Southy,Bhikaji Cama Place,South Indian,1,Poor
Coffee Shop - Centaur Hotel,"Centaur Hotel, Aerocity",Cafe,3,Not rated
Al Kuresh,Chanakyapuri,"Chinese, North Indian",2,Average
Angan Bakery & Cafe,Chanakyapuri,"Bakery, Italian, Fast Food, Chinese, Continental",2,Average
Bamboo Chopstix,Chanakyapuri,"Chinese, North Indian",2,Average
Bawarchis,Chanakyapuri,"Chinese, North Indian",2,Average
Bikanervala,Chanakyapuri,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",1,Average
Cafe Coffee Day,Chanakyapuri,Cafe,1,Average
Chanakya Bar-Be-Que,Chanakyapuri,"Chinese, North Indian",2,Average
Chattisgarh Bhawan,Chanakyapuri,"North Indian, South Indian",1,Average
Chimney,Chanakyapuri,Chinese,2,Average
China Town Sizzlers,Chanakyapuri,Chinese,2,Average
Chinese Bite,Chanakyapuri,"Chinese, North Indian, Seafood",2,Average
Chinese Garden,Chanakyapuri,Chinese,2,Average
Costa Coffee,Chanakyapuri,Cafe,2,Average
Food Point,Chanakyapuri,Fast Food,1,Average
Ikko,Chanakyapuri,"North Indian, Mughlai",3,Average
Jammu And Kashmir House,Chanakyapuri,"Kashmiri, North Indian",2,Average
Laguna,Chanakyapuri,"Chinese, North Indian",2,Average
Momo Point,Chanakyapuri,"Chinese, North Indian",2,Average
New Zaika,Chanakyapuri,"Chinese, North Indian",2,Average
Organic Express,Chanakyapuri,"Cafe, Healthy Food, North Indian",2,Average
Tamil Nadu House Canteen,Chanakyapuri,"South Indian, Chettinad, North Indian, Chinese",2,Average
The Chocolate Avenue,Chanakyapuri,Bakery,1,Average
Chimney Sizzlers,Chanakyapuri,Chinese,2,Good
Gujarat Bhawan Restaurant,Chanakyapuri,"Gujarati, South Indian, North Indian",1,Good
It‰Ûªs Sinful,Chanakyapuri,"Bakery, Desserts",1,Good
Jakoi,Chanakyapuri,"Assamese, Chinese",2,Good
Arunachal Bhawan,Chanakyapuri,North Eastern,1,Not rated
Hotel New Tamil Nadu,Chanakyapuri,"South Indian, North Indian, Chinese",1,Not rated
Milan Food,Chanakyapuri,"Chinese, North Indian",2,Not rated
Playboy Club,Chanakyapuri,Finger Food,4,Not rated
Moti Mahal Delux,Chanakyapuri,"North Indian, Mughlai",3,Poor
The Treat,Chanakyapuri,"North Indian, Mughlai, Chinese",2,Poor
Break Fast Point,Chander Nagar,North Indian,1,Average
Breakfast Corner,Chander Nagar,North Indian,1,Average
Domino's Pizza,Chander Nagar,"Pizza, Fast Food",2,Average
Frontier,Chander Nagar,Bakery,1,Average
Prince Cafe,Chander Nagar,"South Indian, Chinese, Fast Food",1,Average
Spicy Eleven,Chander Nagar,"North Indian, South Indian, Chinese",2,Average
Vaishno Punjabi Dhaba,Chander Nagar,North Indian,1,Average
Adarsh Bhojnalaya,Chandni Chowk,North Indian,1,Average
Al Haj Bakery,Chandni Chowk,Bakery,1,Average
Anmol Chicken,Chandni Chowk,Mughlai,1,Average
Babu Ram Paranthe Wale,Chandni Chowk,North Indian,1,Average
Bhaijaan Kababs,Chandni Chowk,Mughlai,1,Average
Bhikharam's,Chandni Chowk,"Mithai, Fast Food",1,Average
Bikanervala,Chandni Chowk,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",2,Average
Brijwasi Bhoj,Chandni Chowk,North Indian,1,Average
Brijwasi Restaurant,Chandni Chowk,"North Indian, Fast Food, Chinese, South Indian",1,Average
Comesum,Chandni Chowk,"North Indian, Street Food, Chinese, South Indian",1,Average
Inderpuri Restaurant,Chandni Chowk,North Indian,1,Average
Kamdhenu Family Corner,Chandni Chowk,"North Indian, South Indian",1,Average
Khalsa Hindu Hotel,Chandni Chowk,North Indian,1,Average
Mahalaxmi Mishthan Bhandar,Chandni Chowk,"Mithai, Street Food",1,Average
McDonald's,Chandni Chowk,"Fast Food, Burger",2,Average
McDonald's,Chandni Chowk,"Fast Food, Burger",2,Average
Natraj Cafe,Chandni Chowk,"North Indian, Fast Food, South Indian",1,Average
Padam Chaat Corner,Chandni Chowk,Street Food,1,Average
Pandit Ved Prakash Lemon Wale,Chandni Chowk,"Beverages, Street Food",1,Average
Pt. Babu Ram Devi Dayal Paranthe Wale,Chandni Chowk,North Indian,1,Average
Rabri Bhandar,Chandni Chowk,Mithai,1,Average
Ram Parshad Makhan Lal,Chandni Chowk,Mithai,1,Average
Rambhoj,Chandni Chowk,"North Indian, South Indian",1,Average
Rehmatullah's Hotel,Chandni Chowk,Mughlai,1,Average
Sharma Bhojnalay,Chandni Chowk,North Indian,1,Average
Shree Balaji Chaat Bhandar,Chandni Chowk,Street Food,1,Average
Shri Duli Chand Naresh Gupta,Chandni Chowk,Desserts,1,Average
Shri Hari Sharnam,Chandni Chowk,"North Indian, South Indian",1,Average
Sindhi Chicken,Chandni Chowk,North Indian,1,Average
Soni Bhojnalaya,Chandni Chowk,North Indian,1,Average
Super Restaurant,Chandni Chowk,North Indian,1,Average
Tiwari Ji Confectioner,Chandni Chowk,Street Food,1,Average
Wah Ji Wah,Chandni Chowk,"North Indian, Chinese",1,Average
Zaika Mughlai Foods,Chandni Chowk,"Mughlai, Biryani",2,Average
Al Yousuf,Chandni Chowk,Mughlai,1,Good
Amritsari Lassi Wala,Chandni Chowk,Beverages,1,Good
Annapurna Bhandar,Chandni Chowk,Mithai,1,Good
Bishan Swaroop Chaat Bhandar,Chandni Chowk,Street Food,1,Good
Gole Hatti,Chandni Chowk,North Indian,1,Good
Haldiram's,Chandni Chowk,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",2,Good
Kanwarji's,Chandni Chowk,"Street Food, Chinese, North Indian, Mithai",1,Good
Kedarnath Prem Chand Halwai,Chandni Chowk,"Mithai, Street Food",1,Good
Keventers,Chandni Chowk,Beverages,1,Good
Khan Omelette Corner,Chandni Chowk,Fast Food,1,Good
Natraj Dahi Bhalle Wala,Chandni Chowk,Street Food,1,Good
Old Famous Jalebi Wala,Chandni Chowk,"Mithai, Street Food",1,Good
Pt. Gaya Prasad Shiv Charan Paranthe Wale,Chandni Chowk,North Indian,1,Good
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,Chandni Chowk,North Indian,1,Good
Shiv Misthan Bhandar,Chandni Chowk,"Mithai, Street Food",1,Good
Special Jalebi Wala,Chandni Chowk,Mithai,1,Good
Tewari Bros Confectioners,Chandni Chowk,"Street Food, North Indian, South Indian, Mithai",1,Good
Annapurna Chaat & Sweets,Chandni Chowk,Street Food,1,Not rated
Delhi-6 The Chicken Planet,Chandni Chowk,"Biryani, Mughlai",1,Not rated
Dessi Food,Chandni Chowk,Street Food,1,Not rated
Foody Dragon,Chandni Chowk,Chinese,1,Not rated
Grover Eating Point,Chandni Chowk,North Indian,1,Not rated
Hotel 121 Shakahari,Chandni Chowk,North Indian,1,Not rated
Lala Chaap Corner,Chandni Chowk,Fast Food,1,Not rated
Meghraj & Sons,Chandni Chowk,"Street Food, Mithai",1,Not rated
Old Kheer Shop,Chandni Chowk,Desserts,1,Not rated
Punjabi Chicken,Chandni Chowk,North Indian,1,Not rated
Ratan Singh,Chandni Chowk,Mithai,1,Not rated
Shri Bhujia Bhandar,Chandni Chowk,"Street Food, Mithai",1,Not rated
Chaina Ram Sindhi Confectioners,Chandni Chowk,"Mithai, Street Food",1,Very Good
Giani's di Hatti,Chandni Chowk,"Ice Cream, Mithai, North Indian, Street Food",1,Very Good
Jung Bahadur Kachori Wala,Chandni Chowk,Street Food,1,Very Good
Lakhori - Haveli Dharampura,Chandni Chowk,"Mughlai, Street Food",4,Very Good
Milk n More,Chawri Bazar,"Desserts, Street Food",1,Average
